ventureid,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,numberofvoyages,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,FATEcol,variousremarks,length_in_days,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID
NR052,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,King of Prussia,,"Davenport, William",Thomas Staniforth,1,,91409,,Cameroons,,1769-04-16,,,,,,,.125,with estimates,yes,-0.0018181818181818,,,,4,16apr1769,,,,,,,,,,,1769,,,,,,1769,1770,91409
NR053,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,William,,"Davenport, William",William Davenport,1,,91585,,Cameroons,,1769-10-01,,,,,,,.25,yes,yes,0.190893169877408,,,,10,01oct1769,,,,,,,,,,,1769,,,,,,1769,1770,91585
NR054,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Plumper,,"Davenport, William",John White,1,,91429,,Benin,,1769-10-15,,,,,,,.125,yes,yes,-0.0122189638318671,,,,10,15oct1769,,,,,,,,,,,1769,,,,,,1769,1770,91429
NR055,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Kildare,,"Davenport, William",Alexander Nottingham,1,,90958,,Bonny,,1770-05-08,,,,,,,.0625,yes,with estimates,-0.135446685878963,,,,5,08may1770,,,,,,,,,,,1770,,,,,,1770,1771,90958
NR056,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,True Blue,,"Davenport, William",Christopher Hassell,1,,91643,,Benin,,1770-04-06,,,,,,,.125,yes,yes,-0.205905826017558,,,,4,06apr1770,,,,,,,,,,,1770,,,,,,1770,1771,91643
NR057,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Union,,"Davenport, William",William Davenport,1,,91356,,Cameroons,,1770-05-16,,,,,,,.25,yes,yes,0.316151202749141,,,,5,16may1770,,,,,,,,,,,1770,,,,,,1770,1771,91356
NR058,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Plumper,,"Davenport, William",Thomas Foxcroft,1,,91430,,Bonny,,1771-07-17,,,,,,,.125,yes,yes,0.0176348547717842,,,,7,17jul1771,,,,,,,,,,,1771,,,,,,1771,1772,91430
NR059,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Patty,,"Davenport, William",Edward Chaffers,1,,91694,,Windward Coast,,1771-09-17,,,,,,,.125,yes,yes,0.13745704467354,,,,9,17sep1771,,,,,,,,,,,1771,,,,,,1771,1772,91694
NR060,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,King of Prussia,,"Davenport, William",Thomas Staniforth,1,,91410,,Cameroons,,1771-05-19,,,,,,,.125,yes,yes,0.506717850287908,,,,5,19may1771,,,,,,,,,,,1771,,,,,,1771,1772,91410
NR061,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Fox,,"Davenport, William",William Davenport,1,,91803,,Cameroons,,1771-09-17,,,,,,,.125,with estimates,with estimates,0.189714285714286,,,,9,17sep1771,,,,,,,,,,,1771,,,,,,1771,1772,91803
NR062,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,May,,"Davenport, William",Robert Kennedy,1,,91864,,Calabar,,,,,,,,,.125,yes,yes,-0.369230769230769,,,,,,,,,,,,,,,,,,,,,,,,91864
NR063,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,King of Prussia,,"Davenport, William",Thomas Staniforth,1,,91892,,Cameroons,,,,,,,,,.125,yes,yes,0.803921568627451,,,,,,,,,,,,,,,,,,,,,,,,91892
NR064,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Favourite,,"Davenport, William",Alexander Nottingham,1,,91976,,Cameroons,,,,,,,,,.125,yes,yes,0.448800505050505,,,,,,,,,,,,,,,,,,,,,,,,91976
NR065,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,King of Prussia,,"Davenport, William",Thomas Staniforth,1,,91893,,Cameroons River,,,,,,,,,.125,yes,yes,0.760910815939279,,,,,,,,,,,,,,,,,,,,,,,,91893
NR066,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,King George,,"Davenport, William",William Davenport,1,,92017,,Calabar,,,,,,,,,.25,yes,yes,-0.608623548922056,,,,,,,,,,,,,,,,,,,,,,,,92017
NR067,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Sam,,"Davenport, William",Thomas Staniforth,1,,91936,,Cameroons,,,,,,,,,.125,with estimates,with estimates,-0.0647733631785114,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,91936
NR068,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Fox,,"Davenport, William",,1,,91805,,Cameroons,,,,,,,,,.333333,yes,yes,0.215223097112861,,,,,,,,,,,,,,,,,,,,,,,,91805
NR069,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Badger,,"Davenport, William",William Davenport,1,,91813,,Cameroons,,,,,,,,,.333333,yes,yes,0.058076225045372,,,,,,,,,,,,,,,,,,,,,,,,91813
NR070,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Favourite,,"Davenport, William",Alexander Nottingham,1,,91977,,Cameroons,,,,,,,,,.125,yes,yes,0.588374851720047,,,,,,,,,,,,,,,,,,,,,,,,91977
NR071,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dreadnought,,"Davenport, William",Edward Chaffers,1,,91838,,Calabar,,,,,,,,,.3125,yes,with estimates,0.342809364548495,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,91838
NR072,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,King of Prussia,,"Davenport, William",Thomas Staniforth,1,,91894,,Cameroons,,,,,,,,,.125,yes,with estimates,0.393790849673203,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,91894
NR073,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Badger,,"Davenport, William",William Davenport,1,,91814,,Cameroons,,,,,,,,,.333333,yes,yes,0.186275570949237,,,,,,,,,,,,,,,,,,,,,,,,91814
NR074,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Sam,,"Davenport, William",Thomas Staniforth,1,,91937,,Cameroons,,,,,,,,,.125,with estimates,with estimates,-0.256682073954984,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,91937
NR075,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Favourite,,"Davenport, William",Alexander Nottingham,1,,91978,,Cameroons,,1775-04-20,,,,,,,.125,yes,yes,-0.366879769024541,,,,4,20apr1775,,,,,,,,,,,1775,,,,,,1775,1776,91978
NR076,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,King of Prussia,,"Davenport, William",Thomas Staniforth,1,,91895,,Cameroons,,,,,,,,,.125,with estimates,with estimates,-0.0681139755766621,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,91895
NR077,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dreadnought,,"Davenport, William",William Davenport,1,,91839,,Calabar,,,,,,,,,.375,with estimates,yes,-0.138668740708653,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,91839
NR078,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Badger [New],,"Davenport, William",William Davenport,1,,92536,,Cameroons River,,,,,,,,,.333333,yes,yes,-0.65,,,,,,,,,,,,,,,,,,,,,,,,92536
NR079,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Mars,,"Davenport, William",William Earle,1,,92461,,Sierra Leone,,,,,,,,,.1,with estimates,with estimates,0.711755233494364,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,92461
NR080,Voyage,Klas Rönnbäck,Investor,English,Hyde et al 1953 plus Nick Radburn’s research on the Davenport papers,,Hawke,,"Davenport, William",William Davenport,1,,92462,,Cameroons River,,,,,,,,,.1,yes,yes,0.850026997840173,,,,,,,,,,,,,,,,,,,,,,,,92462
NR081,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Ann,,"Davenport, William",,1,,92465,,Windward Coast,,,,,,,,,.2,with estimates,with estimates,0.178424938474159,,,,,,,,,,,,,,,,,,,,,,,,92465
NR082,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Preston,,"Davenport, William",William Earle,1,,83174,,Cameroons,,,,,,,,,.2,yes,yes,0.128295619680299,,,,,,,,,,,,,,,,,,,,,,,,83174
NR083,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Mars,,"Davenport, William",William Earle,1,,82482,,Sierra Leone,,,,,,,,,.2,with estimates,with estimates,0.354390606912518,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,82482
NR084,Voyage,Klas Rönnbäck,Investor,English,Hyde et al 1953 plus Nick Radburn’s research on the Davenport papers,,Hawke,,"Davenport, William",William Davenport,1,,81753,,Cameroons,,,,,,,,,.2,with estimates,yes,1.72941653160454,,Insurance rates imputed from previous research on insurance rates,,,,,,,,,,,,,,,,,,,,,,81753
NR085,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Preston,,"Davenport, William",William Earle,1,,83175,,Cameroons,,,,,,,,,.2,yes,yes,0.363717445594006,,,,,,,,,,,,,,,,,,,,,,,,83175
NR086,Voyage,Klas Rönnbäck,Investor,English,Hyde et al 1953 plus Nick Radburn’s research on the Davenport papers,,Hawke,,"Davenport, William",William Davenport,1,,81754,,Cameroons,,,,,,,,,.2,yes,with estimates,-0.366755555555556,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,81754
NR087,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Rover,,"Davenport, William",Thomas Staniforth,1,,83413,,Cameroons,,,,,,,,,.166667,yes,yes,-0.122620005363368,,,,,,,,,,,,,,,,,,,,,,,,83413
NR088,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Quixote,,"Davenport, William",Thomas Parke,1,,83266,,Calabar,,,,,,,,,.125,yes,with estimates,0.545747048577511,,,,,,,,,,,,,,,,,,,,,,,,83266
NR089,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Preston,,"Davenport, William",Thomas Earle,1,,83176,,Cameroons,,,,,,,,,.2,with estimates,with estimates,-0.151450053705693,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,83176
NR090,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Quixote,,"Davenport, William",Thomas Parke,1,,83267,,Calabar,,,,,,,,,.125,with estimates,yes,0.0651676277129032,,Includes estimates imputed by Nick Radburn,,,,,,,,,,,,,,,,,,,,,,83267
NR091,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Ann,,"Davenport, William",John Copeland,1,,80251,,Windward Coast,,,,,,,,,.2,with estimates,with estimates,-0.0519,,,,,,,,,,,,,,,,,,,,,,,,80251
NR093,Voyage,Klas Rönnbäck,Investor,English,Original sources received from Nick Radburn,,Ann,,"Davenport, William",Thomas Earle,1,,80253,,,,,,,,,,,.25,with estimates,with estimates,0.47,,Includes estimates imputed based on same assumptions as Nick Radburn’s study,,,,,,,,,,,,,,,,,,,,,,80253
NR094,Voyage,Klas Rönnbäck,Investor,English,Original sources received from Nick Radburn,,Bee,,"Davenport, William",,1,,80458,,,,,,,,,,,.2,with estimates,yes,0.13,,Includes estimates imputed based on same assumptions as Nick Radburn’s study,,,,,,,,,,,,,,,,,,,,,,80458
NR095,Voyage,Klas Rönnbäck,Investor,English,Original sources received from Nick Radburn,,Bee,,"Davenport, William",Thomas Parke,1,,82324,,,,,,,,,,,.1875,with estimates,with estimates,0.72,,Includes estimates imputed based on same assumptions as Nick Radburn’s study,,,,,,,,,,,,,,,,,,,,,,82324
NR096,Voyage,Klas Rönnbäck,Investor,English,Original sources received from Nick Radburn,,Liverpool Hero,,"Davenport, William",Thomas Parke,1,,82325,,,,,,,,,,,.125,with estimates,with estimates,0.57,,Includes estimates imputed based on same assumptions as Nick Radburn’s study,,,,,,,,,,,,,,,,,,,,,,82325
DR102,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/13",,Fanny,,"Rogers, James",,1,,18139,,,,1792,,,,,,,1,with estimates,with estimates,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18139
DR103,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/26",,Mermaid,,"Rogers, James",,1,,18152,,,,1792,,,,,,,1,with estimates,with estimates,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18152
DR104,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/2",,Alexander,,,,1,,17196,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17196
DR105,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/3",,Amoretta,,,,1,,17197,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17197
DR106,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/4",,Antelope,,,,1,,17198,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17198
DR107,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/5",,Bonny,,,,1,,17199,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17199
DR108,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/7",,Culloden,,,,1,,17201,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17201
DR109,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/11",,Jamaica Pacquet,,,,1,,17205,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17205
DR110,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/12",,Jason,,,,1,,17206,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17206
DR111,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/14",,Levant,,,,1,,17208,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17208
DR112,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/19",,Phoenix,,,,1,,17213,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17213
DR113,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/23",,Southwell,,,,1,,17217,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17217
DR114,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/24",,Spy,,,,1,,17218,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17218
DR115,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/26",,Swift,,,,1,,17220,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17220
DR116,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/27",,Sybylla,,,,1,,17221,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17221
DR117,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/29",,Triton,,,,1,,17223,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17223
DR118,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/30",,Tryall,,,,1,,17224,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17224
DR119,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1748/32",,Williamsburgh,,,,1,,17226,,,,1748,,,,,,,1,with estimates,no,,,,,,01jul1748,,,,,,,,,,,1748,,,,,,1748,1749,17226
DR120,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/1",,Africa,,,,1,,17227,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17227
DR121,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/2",,Ann,,,,1,,17228,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17228
DR122,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/3",,Baltimore,,,,1,,17229,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17229
DR123,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/4",,Chard,,,,1,,17230,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17230
DR124,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/5",,Charming Betty,,,,1,,17231,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17231
DR125,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/6",,Duke of Queensbury,,,,1,,17232,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17232
DR126,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/7",,Earl of Radnor,,,,1,,17233,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17233
DR127,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/8",,Emperor,,,,1,,17234,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17234
DR128,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/9",,Fly,,,,1,,17235,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17235
DR129,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/10",,Greyhound,,,,1,,17236,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17236
DR130,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/11",,Hawk,,,,1,,17237,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17237
DR131,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/12",,Hope,,,,1,,17238,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17238
DR132,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/13",,Hound,,,,1,,17239,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17239
DR133,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/14",,Indian Prince,,,,1,,17240,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17240
DR134,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/15",,John and Martha,,,,1,,17241,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17241
DR135,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/16",,Juno,,,,1,,17242,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17242
DR136,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/17",,King David,,,,1,,17243,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17243
DR137,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/19",,Matilda,,,,1,,17245,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17245
DR138,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/20",,Molly,,,,1,,17246,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17246
DR139,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/21",,Planter,,,,1,,17247,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17247
DR140,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/22",,Polly,,,,1,,17248,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17248
DR141,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/23",,Rainbow,,,,1,,17249,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17249
DR142,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/24",,Roebuck,,,,1,,17250,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17250
DR143,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/25",,Success,,,,1,,17251,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17251
DR144,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/26",,Susanna,,,,1,,17252,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17252
DR145,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/28",,Sylvia,,,,1,,17254,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17254
DR146,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1749/29",,Two Brothers,,,,1,,17255,,,,1749,,,,,,,1,with estimates,no,,,,,,01jul1749,,,,,,,,,,,1749,,,,,,1749,1750,17255
DR147,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1991, ship 1750/5",,Cornwall,,,,1,,17260,,,,1750,,,,,,,1,with estimates,no,,,,,,01jul1750,,,,,,,,,,,1750,,,,,,1750,1751,17260
DR148,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1780/4",,Tartar,,,,1,,17902,,,,1780,,,,,,,1,with estimates,no,,,,,,01jul1780,,,,,,,,,,,1780,,,,,,1780,1781,17902
DR149,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1783/9",,Little Pearl,,,,1,,17924,,,,1783,,,,,,,1,with estimates,no,,,,,,01jul1783,,,,,,,,,,,1783,,,,,,1783,1784,17924
DR150,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1785/10",,Little Pearl,,,,1,,17955,,,,1785,,,,,,,1,with estimates,no,,,,,,01jul1785,,,,,,,,,,,1785,,,,,,1785,1786,17955
DR151,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1785/12",,Pearl,,,,1,,17957,,,,1785,,,,,,,1,no,no,,,,,,01jul1785,,,,,,,,,,,1785,,,,,,1785,1786,17957
DR152,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1786/4",,Alexander,,,,1,,17964,,,,1786,,,,,,,1,no,no,,,,,,01jul1786,,,,,,,,,,,1786,,,,,,1786,1787,17964
DR153,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1786/7",,Emelia,,,,1,,17967,,,,1786,,,,,,,1,no,no,,,,,,01jul1786,,,,,,,,,,,1786,,,,,,1786,1787,17967
DR154,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1786/9",,Fly,,,,1,,17969,,,,1786,,,,,,,1,no,no,,,,,,01jul1786,,,,,,,,,,,1786,,,,,,1786,1787,17969
DR155,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1787/13",,Fly,,,,1,,17993,,,,1787,,,,,,,1,no,no,,,,,,01jul1787,,,,,,,,,,,1787,,,,,,1787,1788,17993
DR156,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1787/19",,Lion,,,,1,,17999,,,,1787,,,,,,,1,no,no,,,,,,01jul1787,,,,,,,,,,,1787,,,,,,1787,1788,17999
DR157,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1787/25",,Royal Charlotte,,,,1,,18005,,,,1787,,,,,,,1,no,no,,,,,,01jul1787,,,,,,,,,,,1787,,,,,,1787,1788,18005
DR158,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1788/5",,Fly,,,,1,,18276,,,,1788,,,,,,,1,no,no,,,,,,01jul1788,,,,,,,,,,,1788,,,,,,1788,1789,18276
