ventureid,data,YEARDEP,YEARAF,SLAXIMP,SLAMIMP,length_in_days,numberofvoyages,DATEDEP,DATEDEP1,DATEDEP2,DATEDEP3,DATEDEP4,DATEDEP5,DATEDEP6,DATEDEP7,DATEEND,DATEEND1,DATEEND2,DATEEND3,DATEEND4,DATEEND5,DATEEND6,DATEEND7,crowd,TONMOD,VYMRTRAT,FATEcol,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,variousremarks,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID,nationality_num,ln_SLAXIMP,MORTALITY,period,expenditure,discount,return,costonreturn,totalgrossexp,totaldisc,totalgrossreturn,totalcostonreturn,totalnetexp,totalnetreturn,profit
GK044,2,1764,1765,351,345,632,1,05/26/1764,-6172502392832,,,,,,,02/17/1766,-6117897797632,,,,,,,1.070122,328,.017094018,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,David Mulder,,Middelburgse Commercie Compagnie,,10906,Middelburg,,,1764-05-26,,,,1766-02-19,351,338,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",5,26may1764,,,,,,,,,2,19feb1766,1764,,,,,1766,1764,1765,10906,Dutch,5.8607864,.017094018,1751-1775,18000,0,,0,83037,0,95267,18663,83037,76604,-.077471487
GK045,2,1766,1767,311,289,520,1,12/27/1766,-6090854498304,,,,,,,05/30/1768,-6045926162432,,,,,,,.94817072,328,.070739552,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jacob Bouque,,Middelburgse Commercie Compagnie,,10907,Middelburg,,,1766-12-30,,,,1768-05-31,325,291,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",12,30dec1766,,,,,,,,,5,31may1768,1766,,,,,1768,1766,1767,10907,Dutch,5.7397928,.070739552,1751-1775,15000,0,,0,83127,0,107607,14813,83127,92794,.11629194
GK046,2,1768,1769,259,251,476,1,08/27/1768,-6038236954624,,,,,,,12/16/1769,-5997110231040,,,,,,,.78963417,328,.03088803,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jacob Bouque,,Middelburgse Commercie Compagnie,,10908,Middelburg,,,1768-08-28,,,,1769-12-16,262,249,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,28aug1768,,,,,,,,,12,16dec1769,1768,,,,,1769,1768,1769,10908,Dutch,5.556828,.03088803,1751-1775,12000,0,,0,75176,0,120850,15973,75176,104877,.3950862
GK047,2,1770,1771,254,244,492,1,04/30/1770,-5985446395904,,,,,,,09/04/1771,-5942937649152,,,,,,,.77439022,328,.039370079,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,,10909,Middelburg,,,1770-04-13,,,,1771-09-05,260,237,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",4,13apr1770,,,,,,,,,9,05sep1771,1770,,,,,1771,1770,1771,10909,Dutch,5.5373344,.039370079,1751-1775,9000,0,,0,73076,0,87177,13199,73076,73978,.012343314
GK048,2,1772,1773,214,177,714,1,07/03/1772,-5916758376448,,,,,,,06/17/1774,-5855068553216,,,,,,,.652439,328,.17289719,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,,10910,Middelburg,,,1772-07-03,,,,1774-06-14,214,177,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",7,03jul1772,,,,,,,,,6,14jun1774,1772,,,,,1774,1772,1773,10910,Dutch,5.3659759,.17289719,1751-1775,7200,0,,0,76977,0,71835,13430,76977,58405,-.24126688
GK049,2,1775,1776,253,229,682,1,07/21/1775,-5820595044352,,,,,,,06/02/1777,-5761670316032,,,,,,,.67665154,373.9,.094861656,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,,10911,Middelburg,,,1775-07-28,,,,1777-06-02,258,229,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",7,28jul1775,,,,,,,,,6,02jun1777,1775,,,,,1777,1775,1776,10911,Dutch,5.5333896,.094861656,1776-1800,5400,0,,0,79356,0,99501,16156,79356,83345,.050267149
GK050,2,1779,1779,290,283,442,1,03/05/1779,-5706288201728,,,,,,,05/20/1780,-5668099063808,,,,,,,.77560848,373.9,.024137931,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Robert Goodwill,,Middelburgse Commercie Compagnie,,10912,Middelburg,,,1779-03-25,,,,1780-05-21,298,282,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",3,25mar1779,,,,,,,,,5,21may1780,1779,,,,,1780,1779,1780,10912,Dutch,5.6698809,.024137931,1776-1800,3000,0,,0,74218,0,114021,18380,74218,95641,.28864965
GK051,2,1783,1785,215,202,,1,10/12/1783,-5560963432448,,,,,,,,,,,,,,,.57502007,373.9,.060465116,Original goal thwarted after disembarking enslaved people,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Nieuwe Hoop,Cornelis Loef,,Middelburgse Commercie Compagnie,,10913,Middelburg,,,1783-10-12,,,,1785-07-25,215,202,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship sold in Essequebo after being deemed unseaworthy.",10,12oct1783,,,,,,,,,7,25jul1785,1783,,,,,1785,1783,1784,10913,Dutch,5.3706379,.060465116,1776-1800,3000,0,,0,72357,0,126783,24772,72357,102011,.40982905
GK052,2,1752,1753,223,214,573,1,11/18/1752,-6535987068928,,,,,,,06/14/1754,-6486480125952,,,,,,,.92916667,240,.040358745,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,,10936,Middelburg,,,1752-11-18,,,,1754-06-04,230,215,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",11,18nov1752,,,,,,,,,6,04jun1754,1752,,,,,1754,1752,1753,10936,Dutch,5.4071717,.040358745,1751-1775,12000,0,,0,58543,0,77731,11538,58543,66193,.13067318
GK053,2,1754,1755,252,244,456,1,09/21/1754,-6477926367232,,,,,,,12/21/1755,-6438528221184,,,,,,,1.05,240,.031746034,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,,10937,Middelburg,,,1754-09-21,,,,1755-12-21,261,243,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",9,21sep1754,,,,,,,,,12,21dec1755,1754,,,,,1755,1754,1755,10937,Dutch,5.529429,.031746034,1751-1775,9000,0,,0,56156,0,71140,10644,56156,60496,.077284709
GK054,2,1756,1757,297,283,432,1,09/06/1756,-6416064053248,,,,,,,11/12/1757,-6378738941952,,,,,,,1.2375,240,.047138046,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,,10938,Middelburg,,,1756-09-07,,,,1757-10-12,308,286,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",9,07sep1756,,,,,,,,,10,12oct1757,1756,,,,,1757,1756,1757,10938,Dutch,5.6937323,.047138046,1751-1775,6000,0,,0,58678,0,81566,11107,58678,70459,.20077372
GK055,2,1758,1759,329,260,443,1,06/24/1758,-6359385374720,,,,,,,09/10/1759,-6321110253568,,,,,,,1.3708333,240,.20972644,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,,10939,Middelburg,,,1758-06-04,,,,1759-09-10,337,260,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,04jun1758,,,,,,,,,9,10sep1759,1758,,,,,1759,1758,1759,10939,Dutch,5.7960577,.20972644,1751-1775,3000,0,,0,56337,0,58110.5,10806,56337,47304.5,-.1603298
GK056,2,1760,1760,302,288,502,1,02/22/1760,-6306854338560,,,,,,,07/08/1761,-6263481565184,,,,,,,1.2583333,240,.046357617,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,,10940,Middelburg,,,1760-03-06,,,,1761-07-08,312,287,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",3,06mar1760,,,,,,,,,7,08jul1761,1760,,,,,1761,1760,1761,10940,Dutch,5.7104268,.046357617,1751-1775,3000,0,,0,57298,0,85972,14537,57298,71435,.24672763
GK057,2,1762,1762,358,329,451,1,04/12/1762,-6239462359040,,,,,,,07/07/1763,-6200496226304,,,,,,,1.11875,320,.081005588,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Frans Wolff,,Middelburgse Commercie Compagnie,,10941,Middelburg,,,1762-04-12,,,,1763-07-07,358,329,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",4,12apr1762,,,,,,,,,7,07jul1763,1762,,,,,1763,1762,1763,10941,Dutch,5.8805332,.081005588,1751-1775,18451,0,,0,60808,0,89549,14609,60808,74940,.23240364
GK058,2,1763,1764,326,275,626,1,10/17/1763,-6191682945024,,,,,,,07/04/1765,-6137596870656,,,,,,,1.01875,320,.15644172,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Philadelphia,Philippus Verdonk,,Middelburgse Commercie Compagnie,,10942,Middelburg,,,1763-10-17,,,,1765-06-07,324,250,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",10,17oct1763,,,,,,,,,6,07jun1765,1763,,,,,1765,1763,1764,10942,Dutch,5.7868972,.15644172,1751-1775,7950,0,,0,66028,0,71629,15265,66028,56364,-.14636216
GK059,2,1751,1752,256,245,,1,12/11/1751,-6565622448128,,,,,,,,,,,,,,,.8888889,288,.04296875,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10956,Middelburg,,,1751-12-11,,,,1753-04-26,261,246,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",12,11dec1751,,,,,,,,,4,26apr1753,1751,,,,,1753,1751,1752,10956,Dutch,5.5451775,.04296875,1751-1775,15000,0,,0,61683,0,92539,12051,61683,80488,.30486521
GK060,2,1753,1754,231,224,441,1,08/11/1753,-6513004904448,,,,,,,10/26/1754,-6474902274048,,,,,,,.80208331,288,.030303031,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10957,Middelburg,,,1753-08-11,,,,,233,225,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,11aug1753,,,,,,,,,,,1753,,,,,,1753,1754,10957,Dutch,5.4424176,.030303031,1751-1775,12000,0,,0,54777,0,77625,17010,54777,60615,.10657758
GK061,2,1755,1755,348,344,434,1,05/23/1755,-6456844746752,,,,,,,07/30/1756,-6419347144704,,,,,,,1.2083334,288,.011494253,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10958,Middelburg,,,1755-05-23,,,,1756-07-30,348,340,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",5,23may1755,,,,,,,,,7,30jul1756,1755,,,,,1756,1755,1756,10958,Dutch,5.8522024,.011494253,1751-1775,9000,0,,0,78272,0,110198,15512,78272,94686,.20970462
GK062,2,1757,1757,465,464,424,1,04/19/1757,-6396623978496,,,,,,,06/17/1758,-6359990403072,,,,,,,1.6145834,288,.0021505377,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10959,Middelburg,,,1757-04-19,,,,1758-06-17,465,465,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",4,19apr1757,,,,,,,,,6,17jun1758,1757,,,,,1758,1757,1758,10959,Dutch,6.1420374,.0021505377,1751-1775,6000,0,,0,66808,0,92757,12327,66808,80430,.20389773
GK063,2,1759,1759,479,478,374,1,06/20/1759,-6328194957312,,,,,,,06/28/1760,-6295881515008,,,,,,,1.6631944,288,.0020876827,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10960,Middelburg,,,1759-06-20,,,,1760-06-28,478,474,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,20jun1759,,,,,,,,,6,28jun1760,1759,,,,,1760,1759,1760,10960,Dutch,6.1717005,.0020876827,1751-1775,3000,0,,0,69718,0,96479,14680,69718,81799,.1732838
GK064,2,1761,1761,310,299,433,1,03/09/1761,-6273935867904,,,,,,,05/16/1762,-6236524773376,,,,,,,1.0763888,288,.035483871,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10961,Middelburg,,,1761-03-06,,,,1762-05-19,302,290,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",3,06mar1761,,,,,,,,,5,19may1762,1761,,,,,1762,1761,1762,10961,Dutch,5.7365723,.035483871,1751-1775,19074,0,,0,63537,0,93991,16171,63537,77820,.22479814
GK065,2,1762,1763,295,280,494,1,12/07/1762,-6218812751872,,,,,,,04/14/1764,-6176130990080,,,,,,,.93354428,316,.050847456,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10962,Middelburg,,,1762-12-07,,,,1764-04-16,312,275,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",12,07dec1762,,,,,,,,,4,16apr1764,1762,,,,,1764,1762,1763,10962,Dutch,5.6869755,.050847456,1751-1775,15746,0,,0,68788,0,90189,12999,68788,77190,.1221434
GK066,2,1764,1765,228,220,562,1,12/18/1764,-6154703863808,,,,,,,07/03/1766,-6106147454976,,,,,,,.72151899,316,.03508772,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,,10963,Middelburg,,,,,,,,238,221,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,10963,Dutch,5.4293456,.03508772,1751-1775,9234,0,,0,85647,0,88474,13567,85647,74907,-.12539844
GK067,2,1767,1768,340,336,486,1,06/09/1767,-6076684566528,,,,,,,10/07/1768,-6034694340608,,,,,,,1.0759493,316,.011764706,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Cornelis Pieterse,,Middelburgse Commercie Compagnie,,10964,Middelburg,,,1767-06-09,,,,1768-10-08,340,333,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,09jun1767,,,,,,,,,10,08oct1768,1767,,,,,1768,1767,1768,10964,Dutch,5.8289456,.011764706,1751-1775,6000,0,,0,82857,0,97361,12439,82857,84922,.024922457
GK068,2,1769,1770,377,313,526,1,04/07/1769,-6018969370624,,,,,,,09/15/1770,-5973523038208,,,,,,,1.193038,316,.16976127,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Cornelis Pieterse,,Middelburgse Commercie Compagnie,,10965,Middelburg,,,1769-04-07,,,,1770-09-16,377,288,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",4,07apr1769,,,,,,,,,9,16sep1770,1769,,,,,1770,1769,1770,10965,Dutch,5.9322453,.16976127,1751-1775,4800,0,,0,77187,0,89332,9433,77187,79899,.035135452
GK069,2,1771,1772,315,312,,1,06/27/1771,-5948899328000,,,,,,,,,,,,,,,.99683547,316,.0095238099,,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Prins Willem de Vijfde,Cornelis Loef,,Middelburgse Commercie Compagnie,,10966,Middelburg,,,1771-06-27,,,,,313,309,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship sold on St. Eustatius after being deemed unseaworthy.",6,27jun1771,,,,,,,,,,,1771,,,,,,1771,1772,10966,Dutch,5.7525725,.0095238099,1751-1775,2400,0,,0,84598,0,112807,34178,84598,78629,-.070557222
GK070,2,1741,1741,273,231,452,1,01/20/1741,-6909235036160,,,,,,,04/17/1742,-6870182395904,,,,,,,1.2877358,212,.15384616,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Raadhuis van Middelburg,David Jol,,Middelburgse Commercie Compagnie,,10976,Middelburg,,,1741-01-20,,,,,272,231,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",1,20jan1741,,,,,,,,,,,1741,,,,,,1741,1742,10976,Dutch,5.6094718,.15384616,pre-1750,6000,0,,0,52350,0,56433,10130,52350,46303,-.11551099
GK071,2,1742,1743,251,226,416,1,08/10/1742,-6860246614016,,,,,,,09/30/1743,-6824304050176,,,,,,,1.1839622,212,.099601597,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Raadhuis van Middelburg,David Jol,,Middelburgse Commercie Compagnie,,10977,Middelburg,,,1742-10-10,,,,,252,226,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",10,10oct1742,,,,,,,,,,,1742,,,,,,1742,1743,10977,Dutch,5.5254531,.099601597,pre-1750,4800,0,,0,47339,0,54784,9429,47339,45355,-.041910477
GK072,2,1790,1792,226,220,715,1,11/29/1790,-5335891312640,,,,,,,11/13/1792,-5274114981888,,,,,,,,,.026548672,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Standvastigheid,Carel Breedau,,Middelburgse Commercie Compagnie,,11007,Middelburg,,,1790-11-30,,,,1792-11-13,231,220,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",11,30nov1790,,,,,,,,,11,13nov1792,1790,,,,,1792,1790,1791,11007,Dutch,5.4205351,.026548672,1776-1800,33000,0,,0,116278,0,145025,22972,116278,122053,.049665459
GK073,2,1786,1787,386,370,529,1,06/03/1786,-5477586960384,,,,,,,11/14/1787,-5431881629696,,,,,,,.81246054,475.1,.041450776,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vergenoegen,Robert Goodwill,,Middelburgse Commercie Compagnie,,11056,Middelburg,,,1786-06-03,,,,1787-11-14,386,364,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,03jun1786,,,,,,,,,11,14nov1787,1786,,,,,1787,1786,1787,11056,Dutch,5.9558372,.041450776,1776-1800,36000,0,,0,118197,0,193767,22842,118197,170925,.44610268
GK074,2,1788,1789,242,220,802,1,05/13/1788,-5416243167232,,,,,,,07/24/1790,-5346950643712,,,,,,,.50936645,475.1,.090909094,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vergenoegen,Robert Goodwill,,Middelburgse Commercie Compagnie,,11057,Middelburg,,,1788-05-13,,,,1790-07-24,266,207,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",5,13may1788,,,,,,,,,7,24jul1790,1788,,,,,1790,1788,1789,11057,Dutch,5.4889379,.090909094,1776-1800,33000,0,,0,125697,0,122915,19501,125697,103414,-.17727551
GK075,2,1794,1795,367,349,,1,03/08/1794,-5232643276800,,,,,,,,,,,,,,,.77246892,475.1,.049046323,Original goal thwarted after disembarking enslaved people,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vergenoegen,Carel Breedau,,Middelburgse Commercie Compagnie,,11058,Middelburg,,,1794-03-08,,,,1797-09-19,393,349,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship deemed unseaworthy in Suriname.",3,08mar1794,,,,,,,,,9,19sep1797,1794,,,,,1797,1794,1795,11058,Dutch,5.9053617,.049046323,1776-1800,30000,0,,0,143948,0,144385,30000,143948,114385,-.20537278
GK076,2,1778,1779,243,237,384,1,08/17/1778,-5723568209920,,,,,,,09/05/1779,-5690390216704,,,,,,,.55239826,439.9,.024691358,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vigilantie,Olfert Machielsen,,Middelburgse Commercie Compagnie,,11075,Middelburg,,,1778-08-17,,,,1779-09-06,246,235,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,17aug1778,,,,,,,,,9,06sep1779,1778,,,,,1779,1778,1779,11075,Dutch,5.4930615,.024691358,1776-1800,27000,0,,0,93478,0,122365,13017,93478,109348,.16977257
GK077,2,1774,1775,236,222,627,1,10/28/1774,-5843577733120,,,,,,,07/16/1776,-5789404626944,,,,,,,.48770407,483.9,.059322033,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vis,Jan van Sprang,,Middelburgse Commercie Compagnie,,11085,Middelburg,,,1774-10-28,,,,1776-07-17,238,222,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",10,28oct1774,,,,,,,,,7,17jul1776,1774,,,,,1776,1774,1775,11085,Dutch,5.4638319,.059322033,1751-1775,9032,0,,0,95098,0,115590,15862,95098,99728,.04868662
GK078,2,1756,1757,247,195,702,1,03/05/1756,-6432048021504,,,,,,,02/05/1758,-6371395239936,,,,,,,1.2107843,204,.21052632,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vliegende Faam,Pieter de Moor,,Middelburgse Commercie Compagnie,,11088,Middelburg,,,1756-04-09,,,,,281,182,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship also carried bills of exchange from Suriname for the account of MCC-vessel Philadelphia.",4,09apr1756,,,,,,,,,,,1756,,,,,,1756,1757,11088,Dutch,5.5093884,.21052632,1751-1775,12000,0,,0,63418,0,61875,12185,63418,49690,-.21646851
GK079,2,1770,1771,205,187,494,1,08/14/1770,-5976288133120,,,,,,,12/21/1771,-5933606371328,,,,,,,.72183096,284,.087804876,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vliegende Faam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,,11089,Middelburg,,,1770-08-14,,,,,212,187,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",8,14aug1770,,,,,,,,,,,1770,,,,,,1770,1771,11089,Dutch,5.32301,.087804876,1751-1775,3000,0,,0,58918,0,77196,12698,58918,64498,.094707899
GK080,2,1772,1773,156,151,629,1,09/14/1772,-5910451191808,,,,,,,06/05/1774,-5856105594880,,,,,,,.54929578,284,.032051284,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vliegende Faam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,,11090,Middelburg,,,,,,,,168,151,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,11090,Dutch,5.0498562,.032051284,1751-1775,3000,0,,0,59667,0,70574,14055,59667,56519,-.052759483
GK081,2,1756,1756,268,203,629,1,02/12/1756,-6433948565504,,,,,,,11/02/1757,-6379602968576,,,,,,,1.1166667,240,.24253732,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,,,Middelburgse Commercie Compagnie,,11114,Middelburg,,,,,,,,282,184,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",,,,,,,,,,,,,,,,,,,,,11114,Dutch,5.5909872,.24253732,1751-1775,9000,0,,0,58347,0,45099,10531,58347,34568,-.40754452
GK082,2,1758,1758,372,368,441,1,06/24/1758,-6359385374720,,,,,,,09/08/1759,-6321283268608,,,,,,,1.55,240,.010752688,Voyage completed as intended,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",,Vrouw Johanna Cores,Jan Tuijnman,,Middelburgse Commercie Compagnie,,11115,Middelburg,,,1758-06-24,,,,,372,367,1,yes,yes,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds.",6,24jun1758,,,,,,,,,,,1758,,,,,,1758,1759,11115,Dutch,5.9188938,.010752688,1751-1775,6000,0,,0,59114,0,144996,17880,59114,127116,1.1503536
